,submission_date,state,tot_cases,conf_cases,prob_cases,new_case,pnew_case,tot_death,conf_death,prob_death,new_death,pnew_death,created_at,consent_cases,consent_deaths,index
0,01/25/2021,NE,187923,,,646,0.0,1894,,,15,0.0,01/27/2021 12:00:00 AM,Not agree,Not agree,
1,02/02/2021,IL,1130917,1130917.0,0.0,2304,0.0,21336,19306.0,2030.0,63,16.0,02/03/2021 02:55:58 PM,Agree,Agree,
2,07/30/2020,ME,3910,3497.0,413.0,22,2.0,123,122.0,1.0,2,0.0,07/31/2020 02:35:06 PM,Agree,Agree,
3,05/03/2020,NH,2518,,,89,0.0,86,,,2,0.0,05/04/2020 10:49:24 PM,Not agree,Not agree,
4,12/04/2020,IN,367338,,,7899,0.0,7031,6746.0,285.0,91,1.0,12/04/2020 12:00:00 AM,Not agree,Agree,
5,05/04/2020,IN,20507,,,574,0.0,1411,1278.0,133.0,37,0.0,05/04/2020 12:00:00 AM,Not agree,Agree,
6,03/24/2021,MI,755839,681912.0,73927.0,6105,808.0,17091,16068.0,1023.0,36,5.0,03/25/2021 12:00:00 AM,Agree,Agree,
7,01/27/2020,MI,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Agree,Agree,
8,02/14/2021,CT,267337,250915.0,16422.0,0,0.0,7381,6049.0,1332.0,0,0.0,02/15/2021 02:46:24 PM,Agree,Agree,
9,09/16/2020,WI,98440,92712.0,5728.0,1502,94.0,1237,1228.0,9.0,8,0.0,09/17/2020 01:45:45 PM,Agree,Agree,
10,08/04/2020,NC,133673,132345.0,1328.0,1999,97.0,2218,2215.0,3.0,24,0.0,08/04/2020 12:00:00 AM,Agree,Agree,
11,06/09/2021,ND,110351,101268.0,9083.0,53,16.0,1517,,,0,0.0,06/10/2021 02:48:23 PM,Agree,Not agree,
12,05/11/2020,CT,33765,31955.0,1810.0,211,-30.0,3008,2294.0,714.0,41,-10.0,05/12/2020 05:26:08 PM,Agree,Agree,
13,09/13/2020,MO,108944,,,663,18.0,2132,,,19,0.0,09/15/2020 12:00:00 AM,Not agree,Not agree,
14,04/08/2020,WI,2756,,,178,,99,,,7,,04/07/2020 04:22:39 PM,Agree,Agree,
15,06/23/2020,MD,65337,,,330,0.0,3218,3088.0,130.0,15,0.0,06/25/2020 12:00:00 AM,,Agree,
16,07/06/2020,DE,12583,11656.0,927.0,119,0.0,514,457.0,57.0,2,0.0,07/08/2020 12:00:00 AM,Agree,Agree,
17,07/25/2021,MS,333180,203219.0,129961.0,0,0.0,7502,5175.0,2327.0,0,0.0,07/26/2021 01:52:25 PM,Agree,Agree,
18,03/09/2021,MS,299992,185580.0,114412.0,457,301.0,7080,4916.0,2164.0,8,5.0,03/11/2021 12:00:00 AM,Agree,Agree,
19,03/16/2020,ME,19,,,5,,0,,,0,,03/26/2020 04:22:39 PM,Agree,Agree,
20,08/17/2020,ID,27942,26091.0,1851.0,282,32.0,273,245.0,28.0,4,0.0,08/18/2020 02:26:55 PM,Agree,Agree,
21,03/25/2021,NC,907529,783343.0,124186.0,2057,516.0,12584,11123.0,1461.0,10,2.0,03/25/2021 12:00:00 AM,Agree,Agree,
22,05/13/2021,MO,592512,,,463,113.0,8993,,,2,0.0,05/15/2021 12:00:00 AM,Not agree,Not agree,
23,02/19/2020,NE,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Not agree,Not agree,
24,05/18/2020,MI,84441,78559.0,5882.0,2531,188.0,5520,5226.0,294.0,33,0.0,05/19/2020 12:00:00 AM,Agree,Agree,
25,08/23/2020,IL,221595,220178.0,1417.0,1893,0.0,8089,7880.0,209.0,6,0.0,08/24/2020 01:54:34 PM,Agree,Agree,
26,09/18/2020,IN,109683,,,1037,0.0,3694,3470.0,224.0,15,0.0,09/18/2020 12:00:00 AM,Not agree,Agree,
27,03/21/2021,VI,2858,,,6,0.0,25,,,0,0.0,03/22/2021 01:57:09 PM,,,
28,07/24/2020,AL,93391,86309.0,7082.0,1558,204.0,2014,1840.0,174.0,41,2.0,07/26/2020 12:00:00 AM,Agree,Agree,
29,12/05/2020,NV,165628,,,3194,0.0,2301,,,29,0.0,12/06/2020 02:51:16 PM,,,
30,04/01/2020,MD,1985,,,325,,53,51.0,2.0,9,1.0,04/03/2020 12:00:00 AM,,Agree,
31,02/24/2020,MO,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Not agree,Not agree,
32,08/29/2020,VT,1464,,,12,0.0,57,,,0,0.0,08/31/2020 12:00:00 AM,Not agree,Not agree,
33,01/24/2021,CA,3343884,3224337.0,119547.0,20962,1148.0,47638,,,545,0.0,01/25/2021 12:00:00 AM,Agree,Not agree,
34,02/11/2021,MO,540239,,,1007,270.0,8330,,,19,0.0,02/13/2021 12:00:00 AM,Not agree,Not agree,
35,06/25/2021,NE,224270,,,44,0.0,2259,,,0,0.0,06/26/2021 02:17:39 PM,Not agree,Not agree,
36,01/01/2021,CA,2561950,2480090.0,81860.0,56643,2552.0,32704,,,619,0.0,01/02/2021 12:00:00 AM,Agree,Not agree,
37,10/20/2020,MD,137236,,,492,0.0,4198,4041.0,157.0,12,0.0,10/22/2020 12:00:00 AM,,Agree,
38,01/19/2021,NC,717877,635424.0,82453.0,37438,17114.0,9768,8803.0,965.0,1657,326.0,01/19/2021 12:00:00 AM,Agree,Agree,
39,04/23/2020,DE,3579,3529.0,50.0,143,1.0,100,90.0,10.0,8,0.0,06/03/2021 01:36:29 PM,Agree,Agree,
40,01/11/2021,MI,617800,566518.0,51282.0,2718,371.0,14716,13871.0,845.0,74,10.0,01/12/2021 12:00:00 AM,Agree,Agree,
41,01/21/2021,WA,296251,,,2197,157.0,4065,,,125,0.0,01/23/2021 12:00:00 AM,,,
42,07/25/2021,NH,100152,,,0,0.0,1385,,,0,0.0,07/26/2021 01:52:25 PM,Not agree,Not agree,
43,11/03/2020,ND,48301,48301.0,0.0,1114,0.0,568,,,12,0.0,11/04/2020 03:03:00 PM,Agree,Not agree,
44,07/21/2021,AL,565507,433891.0,131616.0,1567,485.0,11466,9148.0,2318.0,6,-1.0,07/22/2021 03:06:50 PM,Agree,Agree,
45,06/23/2020,WI,28127,25331.0,2796.0,289,26.0,757,750.0,7.0,6,1.0,06/24/2020 03:03:27 PM,Agree,Agree,
46,03/26/2020,NH,158,,,21,,1,,,0,,03/26/2020 04:22:39 PM,Not agree,Not agree,
47,04/12/2021,CA,3760790,3614532.0,146258.0,1974,161.0,62031,,,34,0.0,04/13/2021 12:00:00 AM,Agree,Not agree,
48,03/25/2021,MI,761894,687125.0,74769.0,6055,842.0,17122,16095.0,1027.0,31,4.0,03/26/2021 12:00:00 AM,Agree,Agree,
49,05/30/2021,DE,108846,101377.0,7469.0,46,6.0,1661,1519.0,142.0,0,0.0,06/01/2021 12:00:00 AM,Agree,Agree,
50,05/27/2021,CT,347137,317892.0,29245.0,157,35.0,8230,6771.0,1459.0,3,2.0,05/28/2021 01:29:21 PM,Agree,Agree,
51,06/23/2021,MD,461953,,,66,0.0,9729,9512.0,217.0,7,0.0,06/24/2021 03:16:23 PM,,Agree,
52,10/04/2020,WI,139928,132663.0,7265.0,1926,61.0,1388,1377.0,11.0,5,0.0,10/05/2020 01:49:47 PM,Agree,Agree,
53,04/30/2020,NV,5007,,,109,9.0,252,,,15,9.0,05/01/2020 09:00:19 PM,,,
54,03/14/2020,VT,4,,,2,0.0,0,,,0,0.0,03/16/2020 12:00:00 AM,Not agree,Not agree,
55,04/04/2021,MT,105142,97760.0,7382.0,105,8.0,1466,1466.0,0.0,1,0.0,04/05/2021 01:43:02 PM,Agree,Agree,
56,07/20/2020,NV,36925,,,948,0.0,674,,,1,0.0,07/21/2020 02:50:17 PM,,,
57,06/26/2020,NH,5638,,,0,0.0,357,,,0,0.0,06/27/2020 05:51:58 PM,Not agree,Not agree,
58,06/19/2021,VI,3770,,,2,0.0,30,,,0,0.0,06/19/2021 12:00:00 AM,,,
59,07/08/2020,IL,150554,149432.0,1122.0,980,0.0,7309,7099.0,210.0,36,0.0,07/09/2020 03:14:15 PM,Agree,Agree,
60,01/21/2021,NV,266343,,,1200,0.0,3910,,,47,0.0,01/22/2021 02:51:49 PM,,,
61,06/29/2021,IN,753528,,,268,0.0,13882,13457.0,425.0,1,0.0,06/29/2021 12:00:00 AM,Not agree,Agree,
62,07/03/2020,WA,34901,,,755,0.0,1352,,,10,0.0,07/05/2020 12:00:00 AM,,,
63,02/23/2021,NE,199532,,,96,0.0,2050,,,0,0.0,02/25/2021 12:00:00 AM,Not agree,Not agree,
64,02/24/2020,CT,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Agree,Agree,
65,04/26/2020,WA,13515,,,239,0.0,749,,,11,0.0,06/02/2021 01:20:48 PM,,,
66,01/24/2021,NV,270907,,,1194,0.0,4026,,,15,0.0,01/25/2021 02:42:40 PM,,,
67,12/03/2020,ID,106455,89739.0,16716.0,1721,407.0,1014,927.0,87.0,23,1.0,12/04/2020 03:00:59 PM,Agree,Agree,
68,09/16/2020,MS,94524,87376.0,7148.0,602,131.0,3105,2838.0,267.0,26,13.0,09/18/2020 12:00:00 AM,Agree,Agree,
69,06/26/2020,MD,66450,,,335,0.0,3261,3129.0,132.0,14,0.0,06/28/2020 12:00:00 AM,,Agree,
70,08/22/2020,WI,74726,70009.0,4717.0,975,25.0,1089,1081.0,8.0,14,1.0,08/23/2020 02:15:28 PM,Agree,Agree,
71,07/21/2020,MO,45475,,,1216,13.0,1271,,,16,0.0,07/23/2020 12:00:00 AM,Not agree,Not agree,
72,06/08/2021,NE,223714,,,29,0.0,2256,,,2,0.0,06/09/2021 02:26:44 PM,Not agree,Not agree,
73,07/17/2021,GU,8477,,,0,0.0,142,,,0,0.0,07/19/2021 01:20:07 PM,Not agree,Not agree,
74,06/22/2021,ID,194367,155576.0,38791.0,118,31.0,2140,1865.0,275.0,4,2.0,06/23/2021 03:24:06 PM,Agree,Agree,
75,12/25/2020,IL,930849,930849.0,0.0,5742,0.0,17154,15799.0,1355.0,194,38.0,12/26/2020 02:34:18 PM,Agree,Agree,
76,09/07/2020,GU,1619,,,0,0.0,14,,,0,0.0,09/08/2020 02:47:00 PM,Not agree,Not agree,
77,05/02/2020,NC,12398,12391.0,7.0,449,0.0,464,464.0,0.0,17,0.0,05/02/2020 12:00:00 AM,Agree,Agree,
78,05/22/2021,MO,596262,,,293,83.0,9006,,,0,0.0,05/23/2021 01:37:59 PM,Not agree,Not agree,
79,03/06/2020,NE,1,,,1,,0,,,0,,03/08/2020 12:00:00 AM,Not agree,Not agree,
80,03/25/2020,CT,875,,,257,,19,,,7,,03/26/2020 04:22:39 PM,Agree,Agree,
81,02/01/2021,DE,80037,76178.0,3859.0,214,48.0,1101,991.0,110.0,11,2.0,02/03/2021 12:00:00 AM,Agree,Agree,
82,03/06/2020,ND,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Agree,Not agree,
83,03/29/2020,CT,1993,,,469,,34,,,1,,03/28/2020 04:22:39 PM,Agree,Agree,
84,09/26/2020,DE,20389,19355.0,1034.0,101,0.0,633,556.0,77.0,2,0.0,09/28/2020 12:00:00 AM,Agree,Agree,
85,09/23/2020,IN,113337,,,711,0.0,3751,3525.0,226.0,15,0.0,09/23/2020 12:00:00 AM,Not agree,Agree,
86,07/25/2020,NC,118772,117943.0,829.0,2002,55.0,1941,1939.0,2.0,22,0.0,07/25/2020 12:00:00 AM,Agree,Agree,
87,04/05/2020,NV,1836,,,94,,46,,,1,,04/04/2020 04:22:39 PM,,,
88,07/14/2020,VI,206,,,0,0.0,6,,,0,0.0,07/15/2020 03:05:12 PM,,,
89,04/16/2021,IL,1296381,1296381.0,0.0,3866,0.0,23920,21630.0,2290.0,24,3.0,04/17/2021 01:58:33 PM,Agree,Agree,
90,02/21/2020,IN,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Not agree,Agree,
91,02/06/2020,ID,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Agree,Agree,
92,09/08/2020,NC,183823,180179.0,3644.0,758,41.0,3206,3188.0,18.0,30,1.0,09/08/2020 12:00:00 AM,Agree,Agree,
93,06/16/2021,DE,109418,101852.0,7566.0,-3,-9.0,1679,1536.0,143.0,0,0.0,06/17/2021 02:38:09 PM,Agree,Agree,
94,01/10/2021,GU,7399,,,0,0.0,124,,,0,0.0,01/11/2021 03:01:02 PM,Not agree,Not agree,
95,02/20/2021,NV,290671,,,371,0.0,4868,,,37,0.0,02/21/2021 02:57:50 PM,,,
96,03/17/2021,WA,351862,,,867,158.0,5156,,,7,0.0,03/19/2021 12:00:00 AM,,,
97,10/08/2020,MT,16677,16677.0,0.0,614,0.0,197,197.0,0.0,4,0.0,10/09/2020 01:43:36 PM,Agree,Agree,
98,05/06/2020,NE,6771,,,333,0.0,86,,,4,0.0,05/08/2020 12:00:00 AM,Not agree,Not agree,
99,04/19/2020,ME,867,867.0,0.0,20,0.0,34,34.0,0.0,2,0.0,04/19/2020 04:22:39 PM,Agree,Agree,
100,03/15/2020,CA,4067,4042.0,25.0,567,1.0,158,,,1,0.0,03/16/2020 12:00:00 AM,Agree,Not agree,
101,05/25/2020,MI,92700,85679.0,7021.0,331,41.0,5779,5480.0,299.0,39,0.0,05/26/2020 12:00:00 AM,Agree,Agree,
102,06/09/2021,ME,68449,50069.0,18380.0,65,17.0,843,815.0,28.0,0,0.0,06/10/2021 02:48:23 PM,Agree,Agree,
103,02/24/2020,NH,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Not agree,Not agree,
104,04/02/2021,NV,304454,,,342,0.0,5260,,,4,0.0,04/03/2021 01:51:09 PM,,,
105,10/14/2020,NH,9349,,,70,27.0,458,,,2,1.0,10/15/2020 01:30:46 PM,Not agree,Not agree,
106,05/13/2021,NH,97304,,,211,56.0,1326,,,4,1.0,05/14/2021 02:07:22 PM,Not agree,Not agree,
107,11/30/2020,ME,11976,10675.0,1301.0,468,108.0,214,213.0,1.0,23,0.0,12/01/2020 03:26:07 PM,Agree,Agree,
108,07/05/2021,WA,453368,,,295,41.0,5954,,,5,0.0,07/06/2021 01:52:24 PM,,,
109,01/07/2021,VI,2130,,,24,0.0,24,,,0,0.0,01/08/2021 03:56:01 PM,,,
110,03/10/2020,ID,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Agree,Agree,
111,06/16/2020,MO,18244,,,458,5.0,1013,,,9,0.0,06/18/2020 12:00:00 AM,Not agree,Not agree,
112,09/15/2020,MD,117888,,,643,0.0,3977,3823.0,154.0,9,0.0,09/17/2020 12:00:00 AM,,Agree,
113,09/17/2020,ID,36489,33489.0,3000.0,396,61.0,434,396.0,38.0,5,0.0,09/18/2020 01:48:37 PM,Agree,Agree,
114,09/30/2020,NC,214740,208652.0,6088.0,1999,196.0,3827,3782.0,45.0,32,2.0,09/30/2020 12:00:00 AM,Agree,Agree,
115,02/14/2020,CT,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Agree,Agree,
116,04/25/2020,ND,803,803.0,0.0,55,0.0,16,,,1,0.0,05/25/2020 03:38:40 PM,Agree,Not agree,
117,03/20/2021,AL,523961,405075.0,118886.0,336,81.0,10780,8596.0,2184.0,10,2.0,03/22/2021 12:00:00 AM,Agree,Agree,
118,11/08/2020,WA,120327,,,1450,38.0,2439,,,0,0.0,11/10/2020 12:00:00 AM,,,
119,02/03/2020,IN,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Not agree,Agree,
120,03/29/2020,ID,310,,,49,,6,,,1,,03/28/2020 04:22:39 PM,Agree,Agree,
121,11/01/2020,MT,33495,33495.0,0.0,694,0.0,376,376.0,0.0,1,0.0,11/02/2020 02:53:09 PM,Agree,Agree,
122,02/07/2021,VT,11935,,,130,7.0,185,,,1,0.0,02/09/2021 12:00:00 AM,Not agree,Not agree,
123,10/02/2020,MS,102752,93233.0,9519.0,596,207.0,3273,2978.0,295.0,12,2.0,10/04/2020 12:00:00 AM,Agree,Agree,
124,01/22/2020,CA,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Not agree,Not agree,
125,05/19/2020,MT,478,478.0,0.0,8,0.0,16,16.0,0.0,0,0.0,05/20/2020 03:28:26 PM,Agree,Agree,
126,02/25/2021,ND,99711,94530.0,5181.0,90,19.0,1442,,,1,0.0,02/26/2021 03:02:41 PM,Agree,Not agree,
127,12/17/2020,ID,126878,105898.0,20980.0,1426,281.0,1259,1121.0,138.0,28,11.0,12/18/2020 02:45:01 PM,Agree,Agree,
128,08/29/2020,MS,85396,80337.0,5059.0,359,73.0,2839,2646.0,193.0,12,1.0,08/31/2020 12:00:00 AM,Agree,Agree,
129,10/18/2020,ID,53092,47175.0,5917.0,510,89.0,528,486.0,42.0,-1,0.0,10/19/2020 02:06:44 PM,Agree,Agree,
130,02/16/2021,IN,651307,,,890,0.0,12559,12168.0,391.0,33,2.0,02/16/2021 12:00:00 AM,Not agree,Agree,
131,10/02/2020,IL,300385,297646.0,2739.0,2456,250.0,8992,8743.0,249.0,52,5.0,10/03/2020 01:39:53 PM,Agree,Agree,
132,02/28/2020,WI,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Agree,Agree,
133,02/18/2021,MS,291828,181710.0,110118.0,414,184.0,6927,4838.0,2089.0,11,3.0,02/20/2021 12:00:00 AM,Agree,Agree,
134,02/14/2021,NH,70785,,,280,72.0,1133,,,3,1.0,02/15/2021 02:46:24 PM,Not agree,Not agree,
135,01/11/2021,NH,52307,,,707,255.0,869,,,0,0.0,01/12/2021 02:48:35 PM,Not agree,Not agree,
136,10/07/2020,NV,83437,,,432,1.0,1679,,,10,3.0,10/08/2020 01:56:57 PM,,,
137,07/21/2020,NE,23190,,,343,0.0,310,,,-3,0.0,07/23/2020 12:00:00 AM,Not agree,Not agree,
138,05/23/2021,VT,22551,,,22,0.0,248,,,0,0.0,05/25/2021 12:00:00 AM,Not agree,Not agree,
139,10/23/2020,ND,36874,36874.0,0.0,935,0.0,448,,,8,0.0,10/24/2020 01:26:44 PM,Agree,Not agree,
140,06/05/2021,MT,112299,101253.0,11046.0,39,99.0,1632,1632.0,0.0,0,0.0,06/06/2021 01:36:52 PM,Agree,Agree,
141,12/25/2020,GU,7266,,,0,0.0,121,,,0,0.0,12/26/2020 02:34:18 PM,Not agree,Not agree,
142,07/16/2021,CA,3914166,3758381.0,155785.0,4255,0.0,63653,,,2,0.0,07/17/2021 12:00:00 AM,Agree,Not agree,
143,11/15/2020,MT,47158,47158.0,0.0,1272,0.0,520,520.0,0.0,6,0.0,11/16/2020 06:40:02 PM,Agree,Agree,
144,05/30/2020,NV,8495,,,145,0.0,417,,,2,0.0,05/31/2020 02:43:17 PM,,,
145,10/07/2020,DE,21816,20752.0,1064.0,99,1.0,649,569.0,80.0,3,0.0,10/09/2020 12:00:00 AM,Agree,Agree,
146,06/30/2021,CA,3869946,3715108.0,154838.0,1968,110.0,63528,,,7,0.0,07/01/2021 12:00:00 AM,Agree,Not agree,
147,04/25/2021,CT,336210,309048.0,27162.0,722,0.0,8047,6617.0,1430.0,0,0.0,04/26/2021 01:45:41 PM,Agree,Agree,
148,05/28/2020,ID,2769,2520.0,249.0,38,3.0,82,62.0,20.0,0,0.0,05/29/2020 02:19:55 PM,Agree,Agree,
149,10/12/2020,ND,28245,28245.0,0.0,508,0.0,357,,,12,0.0,10/13/2020 01:29:38 PM,Agree,Not agree,
150,08/01/2020,WI,58058,54002.0,4056.0,1124,62.0,954,947.0,7.0,13,0.0,08/02/2020 02:54:37 PM,Agree,Agree,
151,09/13/2020,IL,263466,261371.0,2095.0,1462,0.0,8541,8309.0,232.0,14,0.0,09/14/2020 02:01:21 PM,Agree,Agree,
152,06/02/2020,AL,23425,22568.0,857.0,580,10.0,902,842.0,60.0,21,4.0,06/04/2020 12:00:00 AM,Agree,Agree,
153,07/28/2020,WI,54064,50179.0,3885.0,783,21.0,913,906.0,7.0,13,0.0,07/29/2020 02:34:46 PM,Agree,Agree,
154,02/01/2021,MI,654276,597228.0,57048.0,1638,284.0,15873,14922.0,951.0,40,4.0,02/02/2021 12:00:00 AM,Agree,Agree,
155,09/10/2020,VI,1201,,,4,0.0,18,,,0,0.0,09/11/2020 01:51:03 PM,,,
156,10/01/2020,IL,297929,295440.0,2489.0,2166,0.0,8940,8696.0,244.0,24,0.0,10/02/2020 01:40:08 PM,Agree,Agree,
157,07/22/2021,AL,567240,435066.0,132174.0,1733,558.0,11470,9152.0,2318.0,4,0.0,07/23/2021 01:48:31 PM,Agree,Agree,
158,08/06/2020,WI,61985,57779.0,4206.0,875,36.0,985,978.0,7.0,8,0.0,08/07/2020 11:57:59 PM,Agree,Agree,
159,12/29/2020,IN,500471,,,3988,0.0,9537,9203.0,334.0,109,4.0,12/29/2020 12:00:00 AM,Not agree,Agree,
160,06/26/2021,VI,3844,,,5,0.0,30,,,0,0.0,06/28/2021 01:23:06 PM,,,
161,05/10/2020,WI,10219,10219.0,0.0,280,0.0,400,400.0,0.0,2,0.0,05/11/2020 09:26:08 PM,Agree,Agree,
162,11/15/2020,NV,120183,,,1177,0.0,1909,,,1,0.0,11/16/2020 06:40:02 PM,,,
163,02/04/2020,NV,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,,,
164,05/26/2021,ID,191738,153449.0,38289.0,192,42.0,2088,1820.0,268.0,1,0.0,05/27/2021 01:41:41 PM,Agree,Agree,
165,12/31/2020,ID,141077,116717.0,24360.0,1213,346.0,1436,1269.0,167.0,33,4.0,01/01/2021 02:49:07 PM,Agree,Agree,
166,05/27/2020,NH,4286,,,55,0.0,223,,,9,0.0,05/28/2020 03:12:25 PM,Not agree,Not agree,
167,05/10/2021,ID,189128,151507.0,37621.0,114,19.0,2061,1797.0,264.0,0,0.0,05/11/2021 01:53:24 PM,Agree,Agree,
168,06/16/2021,MO,608446,,,724,242.0,9227,,,3,0.0,06/17/2021 02:38:09 PM,Not agree,Not agree,
169,06/18/2021,MS,320389,196116.0,124273.0,102,33.0,7424,5120.0,2304.0,1,0.0,06/20/2021 12:00:00 AM,Agree,Agree,
170,02/05/2021,VT,11658,,,102,3.0,184,,,1,0.0,02/07/2021 12:00:00 AM,Not agree,Not agree,
171,06/28/2020,ID,5319,4790.0,529.0,0,0.0,91,71.0,20.0,0,0.0,06/29/2020 02:37:31 PM,Agree,Agree,
172,09/28/2020,ME,5337,4777.0,560.0,37,15.0,140,139.0,1.0,0,0.0,09/29/2020 01:50:42 PM,Agree,Agree,
173,05/26/2020,WI,15863,15863.0,0.0,279,0.0,517,517.0,0.0,3,0.0,05/27/2020 03:37:59 PM,Agree,Agree,
174,04/30/2020,NE,4281,,,497,0.0,70,,,2,0.0,05/02/2020 12:00:00 AM,Not agree,Not agree,
175,07/20/2021,CA,3927762,3771977.0,155785.0,1390,0.0,63664,,,0,0.0,07/21/2021 12:00:00 AM,Agree,Not agree,
176,07/07/2021,MS,323641,197826.0,125815.0,479,226.0,7437,5124.0,2313.0,2,0.0,07/08/2021 02:26:57 PM,Agree,Agree,
177,03/03/2020,GU,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Not agree,Not agree,
178,02/20/2020,MS,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Agree,Agree,
179,11/17/2020,MD,171823,,,2018,0.0,4514,4350.0,164.0,19,0.0,11/19/2020 12:00:00 AM,,Agree,
180,03/16/2020,DE,10,10.0,0.0,1,0.0,0,,,0,,03/18/2020 12:00:00 AM,Agree,Agree,
181,03/19/2020,NH,44,,,5,,0,,,0,,03/26/2020 04:22:39 PM,Not agree,Not agree,
182,12/26/2020,CT,172743,162449.0,10294.0,0,0.0,5791,4686.0,1105.0,0,0.0,12/27/2020 02:44:47 PM,Agree,Agree,
183,01/26/2021,VI,2373,,,23,0.0,24,,,0,0.0,01/27/2021 02:53:24 PM,,,
184,01/27/2020,MO,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Not agree,Not agree,
185,07/06/2020,CT,46976,44997.0,1979.0,259,3.0,4338,3466.0,872.0,3,0.0,07/07/2020 02:58:02 PM,Agree,Agree,
186,10/08/2020,MS,106405,95782.0,10623.0,694,186.0,3360,3044.0,316.0,12,2.0,10/10/2020 12:00:00 AM,Agree,Agree,
187,04/29/2020,MS,8213,8176.0,37.0,301,3.0,568,567.0,1.0,26,0.0,05/01/2020 12:00:00 AM,Agree,Agree,
188,06/04/2020,CA,144174,143987.0,187.0,3898,5.0,4994,,,65,0.0,06/05/2020 12:00:00 AM,Agree,Not agree,
189,06/24/2021,IN,752395,,,287,0.0,13862,13438.0,424.0,7,0.0,06/24/2021 12:00:00 AM,Not agree,Agree,
190,07/31/2020,IL,180118,178837.0,1281.0,1980,39.0,7692,7495.0,197.0,22,5.0,08/01/2020 02:38:12 PM,Agree,Agree,
191,06/30/2020,NV,18684,,,553,-9.0,529,,,-7,0.0,07/01/2020 03:45:16 PM,,,
192,06/29/2021,ND,110707,101522.0,9185.0,27,11.0,1528,,,0,0.0,06/30/2021 02:11:39 PM,Agree,Not agree,
193,06/06/2021,VT,22711,,,10,1.0,249,,,0,0.0,06/08/2021 12:00:00 AM,Not agree,Not agree,
194,12/03/2020,VT,4424,,,225,7.0,79,,,2,1.0,12/05/2020 12:00:00 AM,Not agree,Not agree,
195,12/04/2020,MS,166574,128606.0,37968.0,1914,1037.0,4554,3751.0,803.0,33,18.0,12/06/2020 12:00:00 AM,Agree,Agree,
196,05/14/2021,NC,989221,844110.0,145111.0,1044,239.0,13150,11597.0,1553.0,15,4.0,05/14/2021 12:00:00 AM,Agree,Agree,
197,01/31/2021,MI,652638,595874.0,56764.0,1000,186.0,15833,14886.0,947.0,55,4.0,02/01/2021 12:00:00 AM,Agree,Agree,
198,12/19/2020,NC,495314,453461.0,41853.0,6957,1137.0,6964,6542.0,422.0,70,12.0,12/19/2020 12:00:00 AM,Agree,Agree,
199,05/04/2020,ND,1225,1225.0,0.0,34,0.0,25,,,0,0.0,05/05/2020 05:25:08 PM,Agree,Not agree,
200,05/27/2021,NC,999643,851866.0,147777.0,684,186.0,13297,11724.0,1573.0,7,0.0,05/27/2021 12:00:00 AM,Agree,Agree,
201,07/06/2021,NC,1016310,863811.0,152499.0,577,189.0,13496,11897.0,1599.0,2,0.0,07/06/2021 12:00:00 AM,Agree,Agree,
202,10/13/2020,CA,882323,874886.0,7437.0,2282,65.0,17551,,,45,0.0,10/14/2020 12:00:00 AM,Agree,Not agree,
203,01/22/2020,ND,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Agree,Not agree,
204,04/28/2020,MT,451,451.0,0.0,0,0.0,15,15.0,0.0,-1,0.0,04/29/2020 06:12:08 PM,Agree,Agree,
205,06/26/2021,AL,552024,424751.0,127273.0,186,64.0,11405,9093.0,2312.0,2,0.0,06/28/2021 12:00:00 AM,Agree,Agree,
206,03/30/2020,VT,234,,,21,0.0,13,,,1,0.0,04/01/2020 12:00:00 AM,Not agree,Not agree,
207,07/21/2021,VT,23052,,,51,4.0,251,,,0,0.0,07/22/2021 03:06:50 PM,Not agree,Not agree,
208,05/19/2020,WI,12885,12885.0,0.0,198,0.0,467,467.0,0.0,8,0.0,05/20/2020 03:28:26 PM,Agree,Agree,
209,04/26/2020,WI,5911,5911.0,0.0,224,0.0,272,272.0,0.0,6,0.0,05/25/2020 03:38:40 PM,Agree,Agree,
210,03/26/2020,IN,645,,,168,0.0,38,33.0,5.0,6,1.0,03/26/2020 12:00:00 AM,Not agree,Agree,
211,03/11/2021,GU,7767,,,9,0.0,133,,,0,0.0,03/12/2021 03:20:13 PM,Not agree,Not agree,
212,09/11/2020,NH,7620,,,47,0.0,434,,,0,0.0,09/12/2020 02:12:43 PM,Not agree,Not agree,
213,01/22/2020,DE,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Agree,Agree,
