,submission_date,state,tot_cases,conf_cases,prob_cases,new_case,pnew_case,tot_death,conf_death,prob_death,new_death,pnew_death,created_at,consent_cases,consent_deaths,index
10843,09/22/2020,WV,14384,14044.0,340.0,213,-1.0,317,,,5,0.0,09/23/2020 01:51:22 PM,Agree,Not agree,
10844,08/02/2020,OK,43685,,,401,0.0,689,684.0,5.0,10,0.0,08/03/2020 12:00:00 AM,Not agree,Agree,
10845,10/24/2020,AR,105318,,,1183,309.0,1797,,,15,1.0,10/25/2020 01:45:35 PM,Not agree,Not agree,
10846,03/09/2021,NYC,764076,643891.0,120185.0,2730,851.0,29977,25018.0,4959.0,62,1.0,03/07/2021 12:00:00 AM,Agree,Agree,
10847,10/25/2020,CO,95089,88484.0,6605.0,1689,20.0,2223,1839.0,384.0,5,1.0,10/26/2020 01:41:41 PM,Agree,Agree,
10848,01/27/2021,TX,2292732,,,19613,4541.0,40100,,,313,0.0,01/29/2021 12:00:00 AM,Not agree,Not agree,
10849,02/16/2021,MP,135,135.0,0.0,1,0.0,2,2.0,0.0,0,0.0,02/17/2021 02:51:58 PM,Agree,Agree,
10850,06/16/2020,PR,6003,1486.0,4517.0,52,45.0,147,57.0,90.0,0,0.0,06/17/2020 03:06:04 PM,Agree,Agree,
10851,04/05/2020,FL,11961,,,788,,221,,,26,,04/04/2020 04:22:39 PM,Not agree,Not agree,
10852,06/21/2020,TX,111601,,,3866,0.0,2615,,,38,0.0,06/23/2020 12:00:00 AM,Not agree,Not agree,
10853,06/06/2021,CO,546874,509795.0,37079.0,374,-14.0,6613,5833.0,780.0,0,0.0,06/07/2021 02:36:26 PM,Agree,Agree,
10854,10/10/2020,MP,77,77.0,0.0,0,0.0,2,2.0,0.0,0,0.0,10/11/2020 01:47:22 PM,Agree,Agree,
10855,03/20/2021,AK,58893,,,185,0.0,333,,,1,0.0,03/20/2021 12:00:00 AM,,,
10856,11/09/2020,MA,172727,167929.0,4798.0,1328,144.0,10225,9999.0,226.0,24,0.0,11/11/2020 12:00:00 AM,Agree,Agree,
10857,02/25/2021,GA,997388,812612.0,184776.0,3327,1188.0,17199,14989.0,2210.0,135,28.0,02/26/2021 03:02:41 PM,Agree,Agree,
10858,10/08/2020,MA,136936,134277.0,2659.0,444,35.0,9589,9375.0,214.0,14,0.0,10/10/2020 12:00:00 AM,Agree,Agree,
10859,05/29/2021,PR,138579,121955.0,16624.0,94,17.0,2501,2149.0,352.0,2,1.0,05/30/2021 01:32:12 PM,Agree,Agree,
10860,04/05/2021,FL,2046280,,,3399,275.0,33710,,,36,5.0,04/06/2021 01:43:58 PM,Not agree,Not agree,
10861,06/18/2021,AS,0,,,0,0.0,0,,,0,0.0,06/18/2021 01:48:26 PM,,,
10862,03/31/2021,MP,159,159.0,0.0,0,0.0,2,2.0,0.0,0,0.0,04/01/2021 02:13:30 PM,Agree,Agree,
10863,05/13/2020,PW,0,,,0,0.0,0,,,0,0.0,05/14/2020 05:25:44 PM,,,
10864,11/10/2020,TX,1051899,,,12935,1984.0,20825,,,150,0.0,11/12/2020 12:00:00 AM,Not agree,Not agree,
10865,11/28/2020,AR,155026,,,1349,182.0,2449,,,13,1.0,11/29/2020 02:49:08 PM,Not agree,Not agree,
10866,04/16/2021,GA,1081629,866978.0,214651.0,1650,499.0,19718,17180.0,2538.0,56,6.0,04/17/2021 01:58:33 PM,Agree,Agree,
10867,04/03/2021,CO,466901,437893.0,29008.0,1571,162.0,6124,5391.0,733.0,6,0.0,04/04/2021 01:43:43 PM,Agree,Agree,
10868,05/28/2021,TX,2942235,,,2032,519.0,50866,,,29,0.0,05/30/2021 12:00:00 AM,Not agree,Not agree,
10869,03/02/2021,PR,100765,92856.0,7909.0,30,8.0,2048,1741.0,307.0,8,3.0,03/03/2021 03:20:17 PM,Agree,Agree,
10870,11/19/2020,PW,0,,,0,0.0,0,,,0,0.0,11/20/2020 03:06:16 PM,,,
10871,08/18/2020,PW,0,,,0,0.0,0,,,0,0.0,08/19/2020 02:23:51 PM,,,
10872,04/28/2020,WV,1095,1095.0,0.0,18,0.0,38,,,1,0.0,04/29/2020 06:12:08 PM,Agree,Not agree,
10873,03/30/2020,AS,0,,,0,,0,,,0,,03/29/2020 04:22:39 PM,,,
10874,05/29/2020,AS,0,,,0,0.0,0,,,0,0.0,05/30/2020 03:47:59 PM,,,
10875,01/09/2021,TX,1938551,,,23290,3927.0,34181,,,374,0.0,01/11/2021 12:00:00 AM,Not agree,Not agree,
10876,06/06/2021,PW,1,,,0,0.0,0,,,0,0.0,06/07/2021 02:36:26 PM,,,
10877,05/23/2021,UT,404477,404477.0,0.0,231,0.0,2290,2220.0,70.0,0,0.0,05/24/2021 01:46:58 PM,Agree,Agree,
10878,07/06/2021,AR,352095,,,270,63.0,5926,,,6,0.0,07/07/2021 02:48:49 PM,Not agree,Not agree,
10879,08/15/2020,OK,52430,,,876,0.0,846,838.0,8.0,16,0.0,08/16/2020 12:00:00 AM,Not agree,Agree,
10880,02/22/2020,CO,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Agree,Agree,
10881,12/11/2020,MA,280436,269929.0,10507.0,5655,180.0,11386,11134.0,252.0,49,1.0,12/13/2020 12:00:00 AM,Agree,Agree,
10882,01/24/2021,HI,25093,,,143,0.0,339,,,6,0.0,01/25/2021 02:42:40 PM,Not agree,Not agree,
10883,03/22/2021,KS,300125,242990.0,57135.0,615,404.0,4850,,,8,4.0,03/23/2021 02:05:18 PM,Agree,,
10884,07/17/2020,MP,37,37.0,0.0,0,0.0,2,2.0,0.0,0,0.0,07/18/2020 04:14:26 PM,Agree,Agree,
10885,07/06/2021,MP,183,183.0,0.0,0,0.0,2,2.0,0.0,0,0.0,07/07/2021 02:48:49 PM,Agree,Agree,
10886,07/20/2021,UT,424730,424730.0,0.0,559,0.0,2420,2349.0,71.0,4,0.0,07/21/2021 02:18:34 PM,Agree,Agree,
10887,01/19/2021,MP,129,129.0,0.0,0,0.0,2,2.0,0.0,0,0.0,01/20/2021 02:44:03 PM,Agree,Agree,
10888,04/25/2021,PR,129203,113861.0,15342.0,744,87.0,2265,1932.0,333.0,1,1.0,04/26/2021 01:45:41 PM,Agree,Agree,
10889,03/26/2021,WV,139750,110942.0,28808.0,499,142.0,2628,,,4,0.0,03/27/2021 02:01:18 PM,Agree,Not agree,
10890,02/02/2021,UT,348409,348409.0,0.0,1201,0.0,1685,1638.0,47.0,17,1.0,02/03/2021 02:55:58 PM,Agree,Agree,
10891,08/20/2020,AK,4537,,,83,0.0,50,,,0,0.0,08/20/2020 12:00:00 AM,,,
10892,01/31/2021,OK,408899,325710.0,83189.0,1257,423.0,6242,5342.0,900.0,42,9.0,02/01/2021 12:00:00 AM,Agree,Agree,
10893,03/16/2021,PR,103278,95032.0,8246.0,67,9.0,2083,1771.0,312.0,2,0.0,03/17/2021 02:24:24 PM,Agree,Agree,
10894,03/15/2021,UT,378600,378600.0,,221,,2027,1969.0,58.0,0,0.0,03/16/2021 04:56:45 PM,Agree,Agree,
10895,10/07/2020,FL,713902,,,2544,518.0,14904,,,137,6.0,10/08/2020 01:56:57 PM,Not agree,Not agree,
10896,04/19/2021,AS,0,,,0,0.0,0,,,0,0.0,04/20/2021 02:59:01 PM,,,
10897,04/14/2021,WV,147203,116115.0,31088.0,413,128.0,2756,,,9,1.0,04/15/2021 01:58:27 PM,Agree,Not agree,
10898,04/01/2020,MP,8,,,6,,0,,,0,,03/31/2020 04:22:39 PM,Agree,Agree,
10899,04/29/2021,GA,1098723,878827.0,219896.0,1444,433.0,20158,17534.0,2624.0,60,12.0,04/30/2021 01:40:40 PM,Agree,Agree,
10900,05/24/2020,OK,6749,,,41,0.0,340,340.0,0.0,3,0.0,05/25/2020 12:00:00 AM,Not agree,Agree,
10901,06/26/2021,UT,413668,413668.0,0.0,351,0.0,2355,2285.0,70.0,4,0.0,06/28/2021 01:23:06 PM,Agree,Agree,
10902,11/01/2020,MA,159707,155660.0,4047.0,1131,-8.0,10048,9823.0,225.0,20,0.0,11/03/2020 12:00:00 AM,Agree,Agree,
10903,07/15/2020,CO,38155,35126.0,3029.0,469,6.0,1744,1413.0,331.0,6,1.0,07/16/2020 02:22:21 PM,Agree,Agree,
10904,08/27/2020,NYC,235628,229562.0,6066.0,302,19.0,23387,18759.0,4628.0,5,0.0,08/25/2020 12:00:00 AM,Agree,Agree,
10905,05/15/2020,FL,42940,,,-270,0.0,1917,,,42,0.0,05/16/2020 03:46:44 PM,Not agree,Not agree,
10906,01/10/2021,WV,101212,81581.0,19631.0,1434,261.0,1582,,,12,2.0,01/11/2021 03:01:02 PM,Agree,Not agree,
10907,08/30/2020,PW,0,,,0,0.0,0,,,0,0.0,08/31/2020 02:05:56 PM,,,
10908,08/15/2020,KS,33885,33066.0,819.0,0,819.0,402,,,0,0.0,08/16/2020 02:57:14 PM,Agree,,
10909,07/10/2021,AS,0,,,0,0.0,0,,,0,0.0,07/12/2021 01:16:46 PM,,,
10910,03/01/2020,PR,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Agree,Agree,
10911,10/29/2020,HI,14841,,,7,0.0,214,,,1,0.0,10/30/2020 01:37:23 PM,Not agree,Not agree,
10912,08/31/2020,HI,8622,,,179,0.0,70,,,7,0.0,09/01/2020 10:09:34 AM,Not agree,Not agree,
10913,09/26/2020,UT,69547,69547.0,0.0,1017,0.0,448,448.0,0.0,0,-1.0,09/27/2020 01:39:49 PM,Agree,Agree,
10914,01/24/2020,FL,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Not agree,Not agree,
10915,08/22/2020,MP,54,54.0,0.0,0,0.0,2,2.0,0.0,0,0.0,08/23/2020 02:15:28 PM,Agree,Agree,
10916,02/01/2021,KS,276668,227503.0,49165.0,1983,0.0,3809,,,30,0.0,02/02/2021 02:51:51 PM,Agree,,
10917,05/11/2020,MA,78462,78462.0,0.0,669,0.0,5634,5475.0,159.0,130,3.0,05/13/2020 12:00:00 AM,Agree,Agree,
10918,07/05/2020,PR,8585,2071.0,6514.0,663,438.0,155,60.0,95.0,0,0.0,07/06/2020 03:16:12 PM,Agree,Agree,
10919,03/30/2021,WV,141322,112039.0,29283.0,331,100.0,2640,,,2,2.0,03/31/2021 02:08:03 PM,Agree,Not agree,
10920,09/25/2020,AS,0,,,0,0.0,0,,,0,0.0,09/26/2020 01:46:07 PM,,,
10921,04/29/2020,AR,3192,,,71,0.0,59,,,7,0.0,04/30/2020 04:07:01 PM,Not agree,Not agree,
10922,05/24/2021,GA,1120272,893624.0,226648.0,293,91.0,20661,17930.0,2731.0,0,0.0,05/25/2021 02:17:06 PM,Agree,Agree,
10923,04/22/2020,TX,21069,,,873,0.0,745,,,31,0.0,04/24/2020 12:00:00 AM,Not agree,Not agree,
10924,01/16/2021,CO,373483,356169.0,17314.0,2025,246.0,5363,4679.0,684.0,20,0.0,01/17/2021 03:43:14 PM,Agree,Agree,
10925,03/25/2021,AR,329511,,,334,76.0,5571,,,11,5.0,03/26/2021 02:14:54 PM,Not agree,Not agree,
10926,01/30/2021,AS,3,,,0,0.0,0,,,0,0.0,01/31/2021 02:48:12 PM,,,
10927,12/18/2020,TX,1555981,,,16792,3539.0,28096,,,245,0.0,12/20/2020 12:00:00 AM,Not agree,Not agree,
10928,11/21/2020,PW,0,,,0,0.0,0,,,0,0.0,11/22/2020 03:02:23 PM,,,
10929,03/25/2020,AS,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,,,
10930,05/20/2020,MP,22,22.0,0.0,1,0.0,2,2.0,0.0,0,0.0,05/21/2020 03:41:38 PM,Agree,Agree,
10931,04/13/2021,PR,117366,104779.0,12587.0,988,166.0,2174,1854.0,320.0,12,0.0,04/14/2021 02:34:57 PM,Agree,Agree,
10932,05/28/2020,KS,9337,9337.0,0.0,0,0.0,205,,,0,0.0,05/29/2020 02:19:55 PM,Agree,,
10933,04/23/2020,WV,981,981.0,0.0,18,0.0,31,,,2,0.0,05/25/2020 03:38:40 PM,Agree,Not agree,
10934,03/19/2020,AR,64,,,27,,0,,,0,,03/26/2020 04:22:39 PM,Not agree,Not agree,
10935,03/02/2020,FL,1,,,1,,0,,,0,,03/26/2020 04:22:39 PM,Not agree,Not agree,
10936,07/26/2020,TX,381656,,,5810,0.0,8720,,,223,0.0,07/28/2020 12:00:00 AM,Not agree,Not agree,
10937,04/03/2021,AK,61197,,,233,0.0,340,,,0,0.0,04/03/2021 12:00:00 AM,,,
10938,09/05/2020,GA,293208,279688.0,13520.0,2270,76.0,5977,5977.0,0.0,46,0.0,09/06/2020 10:09:04 AM,Agree,Agree,
10939,12/24/2020,PR,71424,67426.0,3998.0,616,61.0,1432,1187.0,245.0,9,1.0,12/25/2020 02:25:34 PM,Agree,Agree,
10940,11/25/2020,WV,43050,37304.0,5746.0,967,188.0,695,,,13,0.0,11/26/2020 02:44:21 PM,Agree,Not agree,
10941,01/12/2021,FL,1476484,,,14526,4346.0,23227,,,156,4.0,01/13/2021 02:44:58 PM,Not agree,Not agree,
10942,02/03/2021,KS,278915,228530.0,50385.0,2247,1220.0,3895,,,86,21.0,02/04/2021 02:53:58 PM,Agree,,
10943,07/15/2021,MP,183,183.0,0.0,0,0.0,2,2.0,0.0,0,0.0,07/16/2021 02:03:13 PM,Agree,Agree,
10944,06/18/2021,WV,163430,127660.0,35770.0,48,10.0,2863,,,0,0.0,06/18/2021 01:48:26 PM,Agree,Not agree,
10945,08/25/2020,WV,9395,9219.0,176.0,83,1.0,187,,,8,0.0,08/26/2020 01:51:40 PM,Agree,Not agree,
10946,03/05/2021,PW,0,,,0,0.0,0,,,0,0.0,03/06/2021 03:08:48 PM,,,
10947,06/13/2021,HI,35723,,,30,3.0,503,,,0,0.0,06/14/2021 03:07:59 PM,Not agree,Not agree,
10948,05/27/2020,PW,0,,,0,0.0,0,,,0,0.0,05/28/2020 03:12:25 PM,,,
10949,01/29/2020,UT,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Agree,Agree,
10950,06/21/2021,CO,554090,515768.0,38322.0,222,13.0,6736,5946.0,790.0,5,0.0,06/22/2021 02:36:11 PM,Agree,Agree,
10951,07/17/2020,UT,33392,33113.0,279.0,805,4.0,243,243.0,0.0,8,0.0,07/18/2020 04:14:26 PM,Agree,Agree,
10952,05/16/2020,MP,21,21.0,0.0,0,0.0,2,2.0,0.0,0,0.0,05/17/2020 03:27:46 PM,Agree,Agree,
10953,03/23/2020,NYC,20897,20874.0,23.0,2644,6.0,183,162.0,21.0,50,6.0,03/21/2020 12:00:00 AM,Agree,Agree,
10954,04/29/2020,OK,4346,,,148,0.0,233,233.0,0.0,6,0.0,04/30/2020 12:00:00 AM,Not agree,Agree,
10955,05/08/2021,GA,1109330,885869.0,223461.0,1013,292.0,20368,17702.0,2666.0,31,4.0,05/09/2021 01:43:24 PM,Agree,Agree,
10956,06/02/2020,PR,3935,1305.0,2630.0,62,61.0,138,63.0,75.0,2,2.0,06/03/2020 02:11:36 PM,Agree,Agree,
10957,06/23/2020,GA,67804,66754.0,1050.0,1860,111.0,2687,2687.0,0.0,39,0.0,06/24/2020 11:03:27 AM,Agree,Agree,
10958,08/06/2020,AK,3488,,,40,0.0,38,,,0,0.0,08/06/2020 12:00:00 AM,,,
10959,07/25/2020,AK,2347,,,88,0.0,32,,,2,0.0,07/25/2020 12:00:00 AM,,,
10960,09/27/2020,WV,15348,14935.0,413.0,190,5.0,334,,,2,0.0,09/28/2020 01:50:59 PM,Agree,Not agree,
10961,05/20/2020,WV,1567,1567.0,0.0,53,0.0,69,,,1,0.0,05/21/2020 03:41:38 PM,Agree,Not agree,
10962,06/19/2021,PR,139694,122766.0,16928.0,56,16.0,2539,2184.0,355.0,0,0.0,06/18/2021 01:48:26 PM,Agree,Agree,
10963,04/17/2021,PW,0,,,0,0.0,0,,,0,0.0,04/18/2021 01:41:35 PM,,,
10964,07/01/2021,CO,558321,519144.0,39177.0,408,56.0,6798,6003.0,795.0,4,1.0,07/02/2021 01:55:07 PM,Agree,Agree,
10965,07/07/2020,AS,0,,,0,0.0,0,,,0,0.0,07/08/2020 02:12:08 PM,,,
10966,12/22/2020,WV,74737,61660.0,13077.0,1400,418.0,1171,,,42,10.0,12/23/2020 02:36:58 PM,Agree,Not agree,
10967,02/26/2021,TX,2629116,,,7961,2320.0,46188,,,155,0.0,02/28/2021 12:00:00 AM,Not agree,Not agree,
10968,12/20/2020,WV,72342,59889.0,12453.0,1127,263.0,1128,,,6,2.0,12/21/2020 02:39:53 PM,Agree,Not agree,
10969,07/27/2020,NYC,227408,222008.0,5400.0,168,15.0,23233,18625.0,4608.0,12,1.0,07/25/2020 12:00:00 AM,Agree,Agree,
10970,07/01/2020,OK,19847,,,833,0.0,442,441.0,1.0,4,0.0,07/02/2020 12:00:00 AM,Not agree,Agree,
10971,10/13/2020,PR,55516,27629.0,27887.0,976,486.0,742,561.0,181.0,4,0.0,10/14/2020 01:28:39 PM,Agree,Agree,
10972,10/21/2020,WV,20734,19664.0,1070.0,215,64.0,413,,,5,0.0,10/22/2020 01:34:46 PM,Agree,Not agree,
10973,11/28/2020,NYC,317076,293981.0,23095.0,1186,378.0,24002,19322.0,4680.0,8,1.0,11/26/2020 12:00:00 AM,Agree,Agree,
10974,11/19/2020,AK,25176,,,542,0.0,166,,,4,0.0,11/19/2020 12:00:00 AM,,,
10975,01/14/2021,AK,49778,,,332,0.0,299,,,1,0.0,01/14/2021 12:00:00 AM,,,
10976,01/31/2021,NYC,617852,531633.0,86219.0,4696,1018.0,27192,22332.0,4860.0,90,2.0,01/29/2021 12:00:00 AM,Agree,Agree,
10977,06/28/2021,HI,36314,,,17,-4.0,513,,,0,0.0,06/29/2021 02:25:53 PM,Not agree,Not agree,
10978,08/17/2020,UT,47487,47091.0,396.0,239,10.0,365,365.0,0.0,2,0.0,08/18/2020 02:26:55 PM,Agree,Agree,
10979,05/31/2021,PW,1,,,0,0.0,0,,,0,0.0,06/01/2021 03:18:33 PM,,,
10980,05/04/2021,OK,449914,354986.0,94928.0,222,50.0,7266,6186.0,1080.0,5,0.0,05/05/2021 12:00:00 AM,Agree,Agree,
10981,07/20/2020,PR,12940,4255.0,8685.0,479,235.0,180,81.0,99.0,0,0.0,07/21/2020 02:50:17 PM,Agree,Agree,
10982,04/05/2020,WV,324,,,42,,3,,,1,,04/04/2020 04:22:39 PM,Agree,Not agree,
10983,12/19/2020,NYC,390403,350019.0,40384.0,2700,775.0,24547,19835.0,4712.0,38,4.0,12/17/2020 12:00:00 AM,Agree,Agree,
10984,07/17/2021,CO,565752,525472.0,40280.0,458,80.0,6878,6086.0,792.0,2,0.0,07/19/2021 01:20:07 PM,Agree,Agree,
10985,12/19/2020,PR,68433,64697.0,3736.0,1222,707.0,1368,1125.0,243.0,26,3.0,12/20/2020 02:32:33 PM,Agree,Agree,
10986,07/21/2021,AK,70328,,,219,0.0,375,,,1,0.0,07/22/2021 03:06:50 PM,,,
10987,11/01/2020,MP,96,96.0,0.0,0,0.0,2,2.0,0.0,0,0.0,11/02/2020 02:53:09 PM,Agree,Agree,
10988,04/17/2021,AK,63439,,,177,0.0,341,,,0,0.0,04/17/2021 12:00:00 AM,,,
10989,03/20/2021,NYC,808256,676918.0,131338.0,3916,996.0,30663,25684.0,4979.0,62,1.0,03/18/2021 12:00:00 AM,Agree,Agree,
10990,08/25/2020,NYC,235006,228981.0,6025.0,170,20.0,23374,18746.0,4628.0,3,0.0,08/23/2020 12:00:00 AM,Agree,Agree,
10991,09/08/2020,PR,35507,16789.0,18718.0,3,2.0,500,337.0,163.0,18,0.0,09/09/2020 01:47:50 PM,Agree,Agree,
10992,02/06/2020,MP,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Agree,Agree,
10993,07/10/2020,PW,0,,,0,0.0,0,,,0,0.0,07/11/2020 06:25:05 PM,,,
10994,04/27/2021,FL,2175844,,,5189,1885.0,34958,,,46,8.0,04/28/2021 03:20:12 PM,Not agree,Not agree,
10995,09/30/2020,PW,0,,,0,0.0,0,,,0,0.0,10/01/2020 01:42:11 PM,,,
10996,10/03/2020,AK,8312,,,142,0.0,73,,,0,0.0,10/03/2020 12:00:00 AM,,,
10997,07/25/2020,MA,108107,108107.0,,210,,8543,8339.0,204.0,14,0.0,07/27/2020 12:00:00 AM,Agree,Agree,
10998,05/23/2021,OK,452442,357011.0,95431.0,52,8.0,7291,6210.0,1081.0,1,0.0,05/24/2021 12:00:00 AM,Agree,Agree,
10999,08/28/2020,NYC,235965,229875.0,6090.0,337,24.0,23394,18765.0,4629.0,7,1.0,08/26/2020 12:00:00 AM,Agree,Agree,
11000,04/12/2021,TX,2819529,,,1660,169.0,49227,,,46,0.0,04/14/2021 12:00:00 AM,Not agree,Not agree,
11001,08/11/2020,OK,49299,,,859,1.0,784,777.0,7.0,13,0.0,08/12/2020 12:00:00 AM,Not agree,Agree,
11002,07/07/2021,CO,560419,520950.0,39469.0,295,107.0,6824,6028.0,796.0,7,0.0,07/08/2021 02:26:57 PM,Agree,Agree,
11003,01/29/2021,TX,2330028,,,19076,3850.0,40654,,,275,0.0,01/31/2021 12:00:00 AM,Not agree,Not agree,
11004,09/26/2020,KS,56592,53948.0,2644.0,0,0.0,632,,,0,0.0,09/27/2020 01:39:49 PM,Agree,,
11005,07/24/2020,UT,37681,37388.0,293.0,792,2.0,274,274.0,0.0,7,0.0,07/25/2020 05:40:06 PM,Agree,Agree,
11006,08/22/2020,KS,36856,35895.0,961.0,0,0.0,419,,,0,0.0,08/23/2020 02:15:28 PM,Agree,,
11007,09/14/2020,TX,663404,,,3970,0.0,15899,,,65,0.0,09/16/2020 12:00:00 AM,Not agree,Not agree,
11008,03/03/2020,UT,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Agree,Agree,
11009,06/30/2020,PW,0,,,0,0.0,0,,,0,0.0,07/01/2020 03:45:16 PM,,,
11010,02/24/2021,NYC,713840,606171.0,107669.0,4599,982.0,29091,24164.0,4927.0,74,0.0,02/22/2021 12:00:00 AM,Agree,Agree,
11011,12/04/2020,GA,494354,438300.0,56054.0,6376,1429.0,9725,8922.0,803.0,77,34.0,12/05/2020 02:29:17 PM,Agree,Agree,
11012,04/24/2020,TX,22806,,,862,0.0,813,,,33,0.0,07/14/2021 01:57:44 PM,Not agree,Not agree,
11013,06/17/2020,WV,2376,2295.0,81.0,35,1.0,88,,,0,0.0,06/18/2020 05:16:14 PM,Agree,Not agree,
11014,06/30/2021,TX,2988457,,,1610,536.0,51462,,,13,0.0,07/02/2021 12:00:00 AM,Not agree,Not agree,
11015,09/30/2020,FL,698051,,,1880,264.0,14317,,,174,2.0,10/01/2020 01:42:11 PM,Not agree,Not agree,
11016,07/09/2020,AR,26052,,,806,0.0,309,,,4,0.0,07/10/2020 03:35:06 PM,Not agree,Not agree,
11017,04/26/2021,PR,130037,114577.0,15460.0,834,118.0,2279,1946.0,333.0,14,0.0,04/27/2021 01:56:18 PM,Agree,Agree,
11018,01/18/2021,OK,380210,305695.0,74515.0,1718,546.0,5592,4836.0,756.0,47,9.0,01/19/2021 12:00:00 AM,Agree,Agree,
11019,10/25/2020,NYC,263321,253529.0,9792.0,775,174.0,23670,19015.0,4655.0,5,1.0,10/23/2020 12:00:00 AM,Agree,Agree,
11020,03/12/2020,PR,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Agree,Agree,
11021,12/24/2020,WV,77239,63518.0,13721.0,1303,204.0,1228,,,34,8.0,12/25/2020 02:25:34 PM,Agree,Not agree,
11022,11/25/2020,AS,3,,,0,0.0,0,,,0,0.0,11/26/2020 02:44:21 PM,,,
11023,11/03/2020,PR,69020,35807.0,33213.0,77,20.0,850,648.0,202.0,8,2.0,11/04/2020 03:03:00 PM,Agree,Agree,
11024,05/13/2021,MA,699908,655350.0,44558.0,721,105.0,17722,17366.0,356.0,10,1.0,05/14/2021 02:07:22 PM,Agree,Agree,
11025,05/22/2020,GA,39387,39365.0,22.0,1031,0.0,1808,1808.0,0.0,50,0.0,05/23/2020 01:58:16 PM,Agree,Agree,
11026,10/17/2020,CO,84369,78569.0,5800.0,1139,127.0,2176,1796.0,380.0,4,0.0,10/18/2020 01:26:54 PM,Agree,Agree,
11027,06/20/2020,AR,15142,,,511,0.0,224,,,10,0.0,06/21/2020 02:32:57 PM,Not agree,Not agree,
11028,08/25/2020,AR,57374,,,480,0.0,711,,,15,0.0,08/26/2020 01:51:40 PM,Not agree,Not agree,
11029,07/06/2021,AS,0,,,0,0.0,0,,,0,0.0,07/07/2021 02:48:49 PM,,,
11030,01/18/2021,AR,272263,,,1141,153.0,4343,,,32,9.0,01/19/2021 02:37:00 PM,Not agree,Not agree,
11031,03/28/2020,NYC,41557,41444.0,113.0,5088,42.0,808,700.0,108.0,228,41.0,03/26/2020 12:00:00 AM,Agree,Agree,
11032,10/31/2020,OK,133945,121149.0,12796.0,1770,381.0,1946,1880.0,66.0,24,1.0,11/01/2020 12:00:00 AM,Agree,Agree,
11033,06/04/2021,AS,0,,,0,0.0,0,,,0,0.0,06/05/2021 01:49:07 PM,,,
11034,01/16/2021,PR,87381,81394.0,5987.0,858,54.0,1703,1420.0,283.0,0,-1.0,01/17/2021 03:43:14 PM,Agree,Agree,
11035,09/04/2020,PW,0,,,0,0.0,0,,,0,0.0,09/05/2020 02:09:45 PM,,,
11036,10/27/2020,PW,0,,,0,0.0,0,,,0,0.0,10/28/2020 01:52:28 PM,,,
11037,04/17/2021,AS,0,,,0,0.0,0,,,0,0.0,04/18/2021 01:41:35 PM,,,
11038,10/29/2020,MA,155564,151741.0,3823.0,1346,103.0,9996,9772.0,224.0,19,0.0,10/31/2020 12:00:00 AM,Agree,Agree,
11039,01/31/2020,MP,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Agree,Agree,
11040,07/20/2020,WV,5142,5019.0,123.0,100,-1.0,100,,,0,0.0,07/21/2020 02:50:17 PM,Agree,Not agree,
11041,04/14/2021,HI,31242,,,67,0.0,470,,,2,0.0,04/15/2021 01:58:27 PM,Not agree,Not agree,
11042,03/22/2021,NYC,815389,682127.0,133262.0,3058,898.0,30762,25779.0,4983.0,54,3.0,03/20/2021 12:00:00 AM,Agree,Agree,
11043,04/07/2021,NYC,876549,728119.0,148430.0,4257,983.0,31652,26642.0,5010.0,55,2.0,04/05/2021 12:00:00 AM,Agree,Agree,
11044,07/08/2021,UT,418321,418321.0,0.0,668,0.0,2389,2318.0,71.0,2,0.0,07/09/2021 01:56:56 PM,Agree,Agree,
11045,04/22/2020,PW,0,,,0,0.0,0,,,0,0.0,04/22/2020 04:22:39 PM,,,
11046,02/03/2020,CO,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Agree,Agree,
11047,09/17/2020,MA,126128,124139.0,1989.0,429,10.0,9295,9085.0,210.0,14,0.0,09/19/2020 12:00:00 AM,Agree,Agree,
11048,09/06/2020,TX,638310,,,2995,0.0,15317,,,85,0.0,09/08/2020 12:00:00 AM,Not agree,Not agree,
11049,04/24/2021,AS,0,,,0,0.0,0,,,0,0.0,04/25/2021 01:42:01 PM,,,
11050,03/26/2020,PR,64,,,13,,2,,,0,,03/26/2020 04:22:39 PM,Agree,Agree,
11051,04/08/2021,WV,144820,114366.0,30454.0,446,114.0,2735,,,13,7.0,04/09/2021 02:11:49 PM,Agree,Not agree,
11052,04/23/2021,PW,0,,,0,0.0,0,,,0,0.0,04/24/2021 02:22:34 PM,,,
11053,03/24/2020,MP,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Agree,Agree,
11054,05/31/2021,NYC,949511,783074.0,166437.0,179,57.0,33244,28168.0,5076.0,10,1.0,05/29/2021 12:00:00 AM,Agree,Agree,
